Artist,Track,URL,MP3_Path,Debut,Max,Mean,Std,Length,Sum,Skewness,Kurtosis
D.W.ニコルズ,春風,https://open.spotify.com/track/6w5uzAnIcpWwHef3q42q0h,./downloaded_mp3/D.W.ニコルズ_春風.mp3,78,78,45.25,33.42,4,181,-0.1,-2.27
UNCHAIN,The World Is Yours,https://open.spotify.com/track/0yAXuMkg37Hf6lywyQQvlk,./downloaded_mp3/UNCHAIN_The World Is Yours.mp3,73,73,48.33,39.31,3,145,-0.38,-2.33
GENERAL HEAD MOUNTAIN,青,https://open.spotify.com/track/4wTJLSY93ci7JGqI4SEFkF,./downloaded_mp3/GENERAL HEAD MOUNTAIN_青.mp3,72,72,50.33,31.66,3,151,-0.36,-2.33
東京事変,勝ち戦,https://open.spotify.com/track/3kfv56o2CJWyJ7jUVYwKsu,./downloaded_mp3/東京事変_勝ち戦.mp3,71,71,41.0,22.33,4,164,0.29,-1.85
元ちとせ,やわらかなサイクル,https://open.spotify.com/track/3hRUcctlY1DNgtMeJx96Ah,./downloaded_mp3/元ちとせ_やわらかなサイクル.mp3,65,66,58.2,11.08,5,291,-0.58,-1.7
FLOW,Sign,https://open.spotify.com/track/0xmWQKzc5m9rLv2ucDWxwD,./downloaded_mp3/FLOW_Sign.mp3,63,87,55.33,36.12,3,166,-0.2,-2.33
LOVE PSYCHEDELICO,Abbot Kinney,https://open.spotify.com/track/1kwFjyuZLcZEhV16hpqs4J,./downloaded_mp3/LOVE PSYCHEDELICO_Abbot Kinney.mp3,61,81,54.75,33.51,4,219,-0.62,-1.77
ゆず,桜会,https://open.spotify.com/track/3VvYEvbQwNPPe9nuweV3g9,./downloaded_mp3/ゆず_桜会.mp3,58,99,55.73,27.08,11,613,0.1,-1.44
the brilliant green,LIKE YESTERDAY,https://open.spotify.com/track/4kHwmCDZlnqskAHHoQXd5I,./downloaded_mp3/the brilliant green_LIKE YESTERDAY.mp3,56,99,63.22,28.44,9,569,-0.71,-0.36
清水翔太×加藤ミリヤ,FOREVER LOVE,https://open.spotify.com/track/6RBIchAcxtPTR1KqPI2Tzp,./downloaded_mp3/清水翔太×加藤ミリヤ_FOREVER LOVE.mp3,53,98,64.7,23.62,10,647,0.03,-1.68
AAA,Heart and Soul,https://open.spotify.com/track/1OwZnTPXiOHwsJTfqKPrEN,./downloaded_mp3/AAA_Heart and Soul.mp3,46,86,34.2,32.99,5,171,0.56,-1.6
SunSet Swish,さくらびと,https://open.spotify.com/track/7f4avHSvNbhsiAjg59vIFk,./downloaded_mp3/SunSet Swish_さくらびと.mp3,45,92,61.33,26.58,3,184,0.38,-2.33
BENI,サイン,https://open.spotify.com/track/5Z6YqlDfdXPLFS7AgHASxx,./downloaded_mp3/BENI_サイン.mp3,43,54,34.0,25.71,3,102,-0.31,-2.33
トータス松本,ストレイト,https://open.spotify.com/track/1EcHQVLS56k70rzgNKtcQI,./downloaded_mp3/トータス松本_ストレイト.mp3,42,89,58.43,19.5,7,409,0.07,-1.38
BONNIE PINK,Morning Glory,https://open.spotify.com/track/25NNnlr3DKpVZGOjU9R5RR,./downloaded_mp3/BONNIE PINK_Morning Glory.mp3,41,84,62.75,22.9,4,251,-0.0,-2.42
久保田利伸,Tomorrow Waltz,https://open.spotify.com/track/1xE9Qcfmm5nnzaQ5MzwFUl,./downloaded_mp3/久保田利伸_Tomorrow Waltz.mp3,33,58,27.5,19.36,6,165,0.28,-1.5
さかいゆう,まなざし☆デイドリーム,https://open.spotify.com/track/7nXR9d3kbvjWtpNuPcAmhu,./downloaded_mp3/さかいゆう_まなざし☆デイドリーム.mp3,30,88,43.14,27.06,7,302,0.22,-1.36
Aqua Timez,絵はがきの春,https://open.spotify.com/track/42PwxFsvlsoThzXv4YaCrm,./downloaded_mp3/Aqua Timez_絵はがきの春.mp3,29,91,41.5,35.31,4,166,0.46,-1.83
怒髪天,ド真ん中節,https://open.spotify.com/track/6B4mL5OeGSt846CE0G8sJj,./downloaded_mp3/怒髪天_ド真ん中節.mp3,26,85,42.0,28.6,6,252,0.39,-1.8
L'Arc〜en〜Ciel,BLESS,https://open.spotify.com/track/6iyeluSvTud3yOXbjjfpUA,./downloaded_mp3/L'Arc〜en〜Ciel_BLESS.mp3,7,99,44.43,35.91,7,311,0.18,-1.77
CHEMISTRY,Period,https://open.spotify.com/track/4wru9Edj14iTAh3jLEiHix,./downloaded_mp3/CHEMISTRY_Period.mp3,1,87,31.2,38.04,5,156,0.45,-1.88
北島三郎,夫婦一生,https://open.spotify.com/track/4zQpS4zmFS9ErQJ1wnjqEW,./downloaded_mp3/北島三郎_夫婦一生.mp3,44,44,23.25,17.29,4,93,0.17,-2.24
植村花菜,トイレの神様,https://open.spotify.com/track/5xa3zRbvV7Zd2ieiA1Fb0F,./downloaded_mp3/植村花菜_トイレの神様.mp3,9,100,61.37,31.13,19,1166,-0.52,-1.22
AKB48,桜の栞,https://open.spotify.com/track/7FZPkn1jv0T63TjZnvGFtA,./downloaded_mp3/AKB48_桜の栞.mp3,100,100,51.36,29.0,11,565,0.33,-1.41
YUKI,うれしくって抱きあうよ,https://open.spotify.com/track/0WUrnNtdEXTboycmTCjgj9,./downloaded_mp3/YUKI_うれしくって抱きあうよ.mp3,96,96,58.4,25.77,10,584,-0.41,-0.97
Galileo Galilei,ハマナスの花,https://open.spotify.com/track/5FHGtti0mwJkt9YmayGiig,./downloaded_mp3/Galileo Galilei_ハマナスの花.mp3,95,95,58.12,35.52,8,465,-0.25,-1.89
LOVE LOVE LOVE,プラネタリウム,https://open.spotify.com/track/5KuGuAF3QIXbOqV9FnxsxM,./downloaded_mp3/LOVE LOVE LOVE_プラネタリウム.mp3,94,94,71.67,25.09,6,430,-0.45,-1.95
オンナラブリー,Onaraはずかしくないよ,https://open.spotify.com/track/58Fjtq2fLVFddtNPllcae5,./downloaded_mp3/オンナラブリー_Onaraはずかしくないよ.mp3,93,97,62.6,40.0,5,313,-0.49,-1.75
西野カナ,Best Friend,https://open.spotify.com/track/3MdexUBPABPd1E8XKvEl85,./downloaded_mp3/西野カナ_Best Friend.mp3,89,98,64.2,33.01,10,642,-0.45,-1.67
レミオロメン,花鳥風月,https://open.spotify.com/track/1lLtCyFTVOjwD2tZdk6L50,./downloaded_mp3/レミオロメン_花鳥風月.mp3,88,96,78.12,19.43,8,625,-0.87,-0.75
SEAMO,終わりと始まり,https://open.spotify.com/track/130bisHKLfKKcj7711nDEY,./downloaded_mp3/SEAMO_終わりと始まり.mp3,87,87,42.0,39.69,3,126,0.32,-2.33
DREAMS COME TRUE,GODSPEED!,https://open.spotify.com/track/4UOPMPo906BqDS4aHZVxm9,./downloaded_mp3/DREAMS COME TRUE_GODSPEED!.mp3,83,83,65.6,16.94,5,328,-0.5,-1.52
ポルノグラフィティ,瞳の奥をのぞかせて,https://open.spotify.com/track/0wPEpTl8VXfDVRYqshqxBT,./downloaded_mp3/ポルノグラフィティ_瞳の奥をのぞかせて.mp3,82,99,60.5,35.39,4,242,0.07,-2.35
サーターアンダギー,ヤンバルクイナが飛んだ,https://open.spotify.com/track/5jyM4Y7nf2oJkBx0i17B1K,./downloaded_mp3/サーターアンダギー_ヤンバルクイナが飛んだ.mp3,80,91,69.33,28.54,3,208,-0.32,-2.33
JUJU,桜雨,https://open.spotify.com/track/21CdOA2joGLKWyVlYCK1kL,./downloaded_mp3/JUJU_桜雨.mp3,76,95,66.55,33.11,11,732,-0.78,-1.25
Hi-Fi CAMP,Lost Love Song,https://open.spotify.com/track/2D9C9EIPtxLXoYc3XSuZRh,./downloaded_mp3/Hi-Fi CAMP_Lost Love Song.mp3,75,87,75.67,11.02,3,227,0.06,-2.33
EMI MARIA,Show Me Your Love,https://open.spotify.com/track/4Yjsuxyg69DIIyFqmpYRA6,./downloaded_mp3/EMI MARIA_Show Me Your Love.mp3,74,74,45.8,24.2,5,229,0.04,-2.04
東京事変,シーズンサヨナラ,https://open.spotify.com/track/4hqOit4BDQLm3KYDosDEOb,./downloaded_mp3/東京事変_シーズンサヨナラ.mp3,73,88,49.0,36.91,4,196,0.05,-2.37
天童よしみ,人生みちづれ,https://open.spotify.com/track/0Q1dFY9oKsP28zxBixZCBz,./downloaded_mp3/天童よしみ_人生みちづれ.mp3,72,72,30.6,25.78,5,153,0.57,-1.42
onelifecrew,追憶メリーゴーランド,https://open.spotify.com/track/0reDkmnvgXJbB321nsOfzC,./downloaded_mp3/onelifecrew_追憶メリーゴーランド.mp3,68,84,71.0,8.87,4,284,0.64,-1.74
mihimaru GT,Love Letter,https://open.spotify.com/track/3OUzofcY8LAnuAEod8iRwt,./downloaded_mp3/mihimaru GT_Love Letter.mp3,59,80,52.0,32.08,3,156,-0.21,-2.33
miwa,don't cry anymore,https://open.spotify.com/track/0vEShuopprEhurzTPVQzbW,./downloaded_mp3/miwa_don't cry anymore.mp3,56,99,75.43,19.42,7,528,0.07,-2.04
KAN,よければ一緒に,https://open.spotify.com/track/0nZzMh44USDKe2Fe3pwziX,./downloaded_mp3/KAN_よければ一緒に.mp3,47,77,32.56,27.46,9,293,0.66,-1.39
andymori,1984,https://open.spotify.com/track/5aTfLfp1lsbV1c6SZHACyx,./downloaded_mp3/andymori_1984.mp3,45,61,51.0,7.66,4,204,0.32,-2.08
SOULHEAD,Whatever,https://open.spotify.com/track/4xsXD62LWxgsIUx6QSEw1h,./downloaded_mp3/SOULHEAD_Whatever.mp3,42,90,65.33,24.03,3,196,0.06,-2.33
flumpool,残像,https://open.spotify.com/track/5oDiaZ8oVsil0MnLLAwjCd,./downloaded_mp3/flumpool_残像.mp3,39,94,52.75,36.83,4,211,-0.06,-2.09
SQUAREHOOD,君だけを見つけるために...,https://open.spotify.com/track/2uPw5PwGxlo5eZtxfjHhgG,./downloaded_mp3/SQUAREHOOD_君だけを見つけるために....mp3,37,90,64.5,25.09,4,258,-0.04,-2.3
ASIAN KUNG-FU GENERATION,ソラニン,https://open.spotify.com/track/1VQF0GyhszBnDUdtcY7hpU,./downloaded_mp3/ASIAN KUNG-FU GENERATION_ソラニン.mp3,36,99,54.92,34.25,13,714,-0.14,-1.62
たむらぱん,バンブー,https://open.spotify.com/track/1ZPTBrDfVu7g2RR2LoBAH5,./downloaded_mp3/たむらぱん_バンブー.mp3,33,92,64.5,27.31,4,258,-0.09,-2.24
嵐,Troublemaker,https://open.spotify.com/track/5wbM5DwZfnfM0U1UFpq8xQ,./downloaded_mp3/嵐_Troublemaker.mp3,29,100,68.55,28.35,11,754,-0.23,-1.69
Qwai,サヨナラの空,https://open.spotify.com/track/5upoKfRGTzi5irZFzDNTI6,./downloaded_mp3/Qwai_サヨナラの空.mp3,27,72,47.75,19.89,4,191,0.14,-2.13
ASKA,LOVE SONG,https://open.spotify.com/track/5ZTTl4JE0u0WNHS1WPe3Sj,./downloaded_mp3/ASKA_LOVE SONG.mp3,4,24,10.33,11.85,3,31,0.38,-2.33
HOME MADE 家族,L.O.V.E.,https://open.spotify.com/track/3ORKslWlnVyig31mxP3PgK,./downloaded_mp3/HOME MADE 家族_L.O.V.E..mp3,16,66,27.8,22.83,5,139,0.73,-1.25
ET-KING,サクラサク,https://open.spotify.com/track/3Kj7YgpRAgFMOkMtksR8EM,./downloaded_mp3/ET-KING_サクラサク.mp3,12,75,37.67,33.08,3,113,0.31,-2.33
ONE OK ROCK,完全感覚Dreamer,https://open.spotify.com/track/30hzxa3MaRd2XXB6kXGlPh,./downloaded_mp3/ONE OK ROCK_完全感覚Dreamer.mp3,56,61,23.64,15.31,22,520,1.1,0.12
和田青児,酒場すずめ,https://open.spotify.com/track/4H0R1EyKp5Ew5XNsW0ziN5,./downloaded_mp3/和田青児_酒場すずめ.mp3,52,52,36.25,16.19,4,145,-0.3,-2.01
忌野清志郎,Baby#1,https://open.spotify.com/track/4qRX4Cz4dDj170Uo0HIgHi,./downloaded_mp3/忌野清志郎_Baby#1.mp3,40,69,38.33,31.53,3,115,-0.05,-2.33
氷川きよし,三味線旅がらす,https://open.spotify.com/track/2OlXdbEEKDVzBnG0KPMREe,./downloaded_mp3/氷川きよし_三味線旅がらす.mp3,99,99,50.57,36.49,7,354,-0.01,-1.83
加藤ミリヤ,BYE BYE,https://open.spotify.com/track/1OpVWtsSgjnlPmrT0yTCZg,./downloaded_mp3/加藤ミリヤ_BYE BYE.mp3,97,97,72.0,29.82,3,216,-0.25,-2.33
Perfume,ナチュラルに恋して,https://open.spotify.com/track/2ZEA14B61B2AoVrMQzPiwd,./downloaded_mp3/Perfume_ナチュラルに恋して.mp3,96,96,64.62,33.02,8,517,-0.62,-1.37
Kylee,キミがいるから,https://open.spotify.com/track/5Vw5fnLFGH1bpl5ZpdLpQn,./downloaded_mp3/Kylee_キミがいるから.mp3,94,94,82.33,11.5,3,247,0.03,-2.33
aiko,beat,https://open.spotify.com/track/26wvL2f7CBuOwxF0G00rxo,./downloaded_mp3/aiko_beat.mp3,93,97,62.8,39.39,5,314,-0.44,-1.86
THE BAWDIES,HOT DOG,https://open.spotify.com/track/13rvAsnfGam9bxSe06R4Dq,./downloaded_mp3/THE BAWDIES_HOT DOG.mp3,90,98,54.67,31.42,9,492,0.13,-1.9
MONKEY MAJIK,SAKURA,https://open.spotify.com/track/2bBe5DGj5PjGU3EMxKFkXb,./downloaded_mp3/MONKEY MAJIK_SAKURA.mp3,89,100,69.5,34.62,6,417,-0.66,-1.53
Salyu,新しいYES,https://open.spotify.com/track/7zzYy0GWyMhMPd4pFWgX9S,./downloaded_mp3/Salyu_新しいYES.mp3,88,95,57.38,33.9,8,459,-0.24,-1.74
NEWS,さくらガール,https://open.spotify.com/track/2PnazpFnNmyWcusyvF4cCV,./downloaded_mp3/NEWS_さくらガール.mp3,87,100,71.14,26.96,7,498,-0.32,-1.65
熊谷育美,帰りたいよ,https://open.spotify.com/track/7ov1vBLh5LrkTJrgyvCpuN,./downloaded_mp3/熊谷育美_帰りたいよ.mp3,86,86,74.33,10.41,3,223,0.29,-2.33
moumoon,リフレイン,https://open.spotify.com/track/7FvQGkAzj4tPYj2odQP1GJ,./downloaded_mp3/moumoon_リフレイン.mp3,84,84,64.33,17.04,3,193,0.38,-2.33
鈴木雅之,キミの街にゆくよ,https://open.spotify.com/track/54cBQhudA578EDyprhTHSe,./downloaded_mp3/鈴木雅之_キミの街にゆくよ.mp3,83,83,57.0,30.79,3,171,-0.24,-2.33
いきものがかり,ノスタルジア,https://open.spotify.com/track/4YPH5LsweraSLdo99jcPNY,./downloaded_mp3/いきものがかり_ノスタルジア.mp3,81,97,64.5,32.97,6,387,-0.54,-1.41
森友嵐士,抱きしめていたい,https://open.spotify.com/track/7vvWWTuNTWoGi47RUEoinu,./downloaded_mp3/森友嵐士_抱きしめていたい.mp3,78,84,70.6,15.98,5,353,-0.89,-1.11
Ovall,Supalover,https://open.spotify.com/track/5l3BaSMauU4RWCjp86gmg7,./downloaded_mp3/Ovall_Supalover.mp3,59,82,60.0,29.81,5,300,-0.86,-1.19
SKE48,青空片想い,https://open.spotify.com/track/56Kb56N7xPZSaUril6OyEk,./downloaded_mp3/SKE48_青空片想い.mp3,54,54,19.67,29.77,3,59,0.38,-2.33
牧野由依,ふわふわ♪,https://open.spotify.com/track/2FqYJxCBfTx1BCD8QYb14O,./downloaded_mp3/牧野由依_ふわふわ♪.mp3,53,53,43.75,9.29,4,175,-0.39,-1.86
スケルト・エイト・バンビーノ,サクラ咲ク,https://open.spotify.com/track/0iSLLhmrNchzQQaJECfgQr,./downloaded_mp3/スケルト・エイト・バンビーノ_サクラ咲ク.mp3,52,88,66.5,21.75,4,266,-0.02,-2.36
北乃きい,サクラサク,https://open.spotify.com/track/3CQU7x8a5K36xYlldJDFhk,./downloaded_mp3/北乃きい_サクラサク.mp3,43,84,51.43,28.87,7,360,-0.37,-1.7
徳永英明,時の流れに身をまかせ,https://open.spotify.com/track/6drwN0HpUC7zJlRCDtD66n,./downloaded_mp3/徳永英明_時の流れに身をまかせ.mp3,42,92,32.67,32.31,6,196,0.84,-0.94
真木ことみ,紅つばき,https://open.spotify.com/track/0xD5aA9qNPaSIXCKrKnnAF,./downloaded_mp3/真木ことみ_紅つばき.mp3,37,58,33.75,18.12,4,135,0.37,-2.01
キム・ヨンジャ,再会,https://open.spotify.com/track/46xcVrzGpmV8XnExhEBO4W,./downloaded_mp3/キム・ヨンジャ_再会.mp3,34,57,45.5,9.4,4,182,0.0,-1.88
武川アイ,遠い道の先で,https://open.spotify.com/track/0RCfkcYBn3luj3BjlnW7Hs,./downloaded_mp3/武川アイ_遠い道の先で.mp3,28,35,31.25,3.77,4,125,0.02,-2.41
東京スカパラダイスオーケストラ,ずっと,https://open.spotify.com/track/3RBrvefpptuwcABa0btnet,./downloaded_mp3/東京スカパラダイスオーケストラ_ずっと.mp3,19,85,47.33,29.92,6,284,0.05,-1.92
大知正紘,さくら,https://open.spotify.com/track/1eSGrs1W0GoRwiI815Bvji,./downloaded_mp3/大知正紘_さくら.mp3,16,33,24.67,8.5,3,74,-0.04,-2.33
YUKI,朝が来る,https://open.spotify.com/track/0yZI79UCuq8mfAXi20p0hF,./downloaded_mp3/YUKI_朝が来る.mp3,12,30,18.0,10.2,5,90,0.24,-2.2
スガシカオ,雨あがりの朝に,https://open.spotify.com/track/30aipf2slDpntfWq0UuzO9,./downloaded_mp3/スガシカオ_雨あがりの朝に.mp3,10,83,42.25,32.59,4,169,0.2,-2.12
Hey!Say!JUMP,瞳のスクリーン,https://open.spotify.com/track/5IQkCEZKUddbzDcVPueaSI,./downloaded_mp3/Hey!Say!JUMP_瞳のスクリーン.mp3,100,100,77.75,25.9,4,311,-0.31,-2.08
サンボマスター,できっこないを やらなくちゃ,https://open.spotify.com/track/4iiyK2TMxPV0IDc4STEJOq,./downloaded_mp3/サンボマスター_できっこないを やらなくちゃ.mp3,23,82,34.46,23.97,13,448,0.56,-0.83
school food punishment,future nova,https://open.spotify.com/track/1uWfB7ztQBeUdItdo8tQfK,./downloaded_mp3/school food punishment_future nova.mp3,13,76,33.6,25.54,5,168,0.72,-1.33
鶴,小さくても世界は変わってる,https://open.spotify.com/track/6KSWYjjXr6yh9kt0tfvPqb,./downloaded_mp3/鶴_小さくても世界は変わってる.mp3,4,79,37.33,38.19,3,112,0.21,-2.33
シド,sleep,https://open.spotify.com/track/71DET04ubZKWjsPtFs7dux,./downloaded_mp3/シド_sleep.mp3,97,97,64.33,30.35,3,193,0.17,-2.33
コブクロ,Layla,https://open.spotify.com/track/4dbL0f1jwrkzxEEmMY20eO,./downloaded_mp3/コブクロ_Layla.mp3,32,52,42.33,10.02,3,127,-0.07,-2.33
EXILE,道,https://open.spotify.com/track/6fZhokT7ADLeCcOyKL914T,./downloaded_mp3/EXILE_道.mp3,11,66,31.92,22.09,12,383,0.21,-1.61
aiko,向かいあわせ,https://open.spotify.com/track/3reL6cCK2sC1Pq3kGLBrrO,./downloaded_mp3/aiko_向かいあわせ.mp3,99,99,73.33,25.61,6,440,-0.42,-1.88
BUMP OF CHICKEN,HAPPY,https://open.spotify.com/track/5yh1D6vkbipObfFnV3OhQa,./downloaded_mp3/BUMP OF CHICKEN_HAPPY.mp3,97,100,71.17,35.4,6,427,-0.72,-1.35
斉藤和義,ずっと好きだった,https://open.spotify.com/track/2TPfHxwvW133V94KlTxzno,./downloaded_mp3/斉藤和義_ずっと好きだった.mp3,96,96,49.45,35.23,20,989,0.04,-1.78
DOES,バクチ・ダンサー,https://open.spotify.com/track/2UHvfyYCAGFlDGseLRNmjU,./downloaded_mp3/DOES_バクチ・ダンサー.mp3,95,95,65.17,25.61,6,391,-0.22,-1.76
Perfume,不自然なガール,https://open.spotify.com/track/6IQauxT9txAnK87lVZB3M9,./downloaded_mp3/Perfume_不自然なガール.mp3,92,99,85.2,10.47,5,426,0.09,-1.85
ケツメイシ,仲間,https://open.spotify.com/track/2r5SMd9CyKOFKM9NjJ7sgV,./downloaded_mp3/ケツメイシ_仲間.mp3,81,99,65.6,28.25,10,656,-0.65,-0.99
9mm Parabellum Bullet,The Revolutionary,https://open.spotify.com/track/6P1CXphvwizFPaNsuiikGh,./downloaded_mp3/9mm Parabellum Bullet_The Revolutionary.mp3,79,79,51.33,25.42,3,154,0.2,-2.33
COMA-CHI,STEP UP!,https://open.spotify.com/track/1PoDujLGhLPFpfcFUfJGOn,./downloaded_mp3/COMA-CHI_STEP UP!.mp3,75,75,55.67,29.26,3,167,-0.37,-2.33
スガシカオ,サヨナラホームラン,https://open.spotify.com/track/7LKuy3AU9WbKarkktfo7WA,./downloaded_mp3/スガシカオ_サヨナラホームラン.mp3,74,94,67.75,22.27,8,542,-0.72,-0.63
あさみちゆき,黄昏シネマ,https://open.spotify.com/track/69wUtKlYjTlsZA4Ug1G6Zs,./downloaded_mp3/あさみちゆき_黄昏シネマ.mp3,72,72,43.67,36.12,3,131,-0.3,-2.33
カラーボトル,春,https://open.spotify.com/track/2sL1Lg5jJVChSnK9CVbKqZ,./downloaded_mp3/カラーボトル_春.mp3,69,69,54.0,13.75,3,162,0.21,-2.33
嵐,Monster,https://open.spotify.com/track/7jqRTdBUqNhJaI0fKdOClO,./downloaded_mp3/嵐_Monster.mp3,65,100,62.05,29.97,20,1241,-0.7,-0.81
柴咲コウ,ホントだよ,https://open.spotify.com/track/15iDpPpRgoILlMO9eMrPkY,./downloaded_mp3/柴咲コウ_ホントだよ.mp3,62,93,53.2,28.25,5,266,0.2,-1.84
毛皮のマリーズ,ボニーとクライドは今夜も夢中,https://open.spotify.com/track/7o3dda76au8eSYKt1KovnL,./downloaded_mp3/毛皮のマリーズ_ボニーとクライドは今夜も夢中.mp3,58,77,46.75,27.33,4,187,-0.12,-2.03
ROCK'A'TRENCH,言葉をきいて,https://open.spotify.com/track/6ttj8lLCUxiFX0ZxWodL1X,./downloaded_mp3/ROCK'A'TRENCH_言葉をきいて.mp3,54,91,49.58,19.78,12,595,0.32,-0.69
THE BAWDIES,KEEP YOU HAPPY,https://open.spotify.com/track/4xkWlTsnppms2xIN7Fr3Bm,./downloaded_mp3/THE BAWDIES_KEEP YOU HAPPY.mp3,51,51,38.25,20.9,4,153,-0.73,-1.7
SAY,スーパースター,https://open.spotify.com/track/1M81O1BcqXxh16TGaUuARW,./downloaded_mp3/SAY_スーパースター.mp3,33,92,71.5,26.39,4,286,-0.63,-1.76
FUNKY MONKEY BABYS,大切,https://open.spotify.com/track/3WsKusjtrLbgGDBIgDT8ZB,./downloaded_mp3/FUNKY MONKEY BABYS_大切.mp3,24,95,65.83,25.56,6,395,-0.46,-1.45
浜崎あゆみ,Microphone,https://open.spotify.com/track/7LJfv9ZZnVCP8WdyDMf7g5,./downloaded_mp3/浜崎あゆみ_Microphone.mp3,20,68,34.33,29.26,3,103,0.37,-2.33
熊谷育美,月恋歌,https://open.spotify.com/track/2jGsoIPU4L88hIJn6W1368,./downloaded_mp3/熊谷育美_月恋歌.mp3,17,97,61.71,27.35,7,432,-0.24,-1.39
GLAY,Apologize,https://open.spotify.com/track/2F3rxaOGShrskbfLr1BiKR,./downloaded_mp3/GLAY_Apologize.mp3,11,51,32.0,20.07,3,96,-0.1,-2.33
水森かおり,松島紀行,https://open.spotify.com/track/4imVuMudX3TAbPncIOcTMN,./downloaded_mp3/水森かおり_松島紀行.mp3,10,90,42.33,42.15,3,127,0.32,-2.33
UVERworld,GOLD,https://open.spotify.com/track/5wFmOX7uCCi1KwdWuufm2a,./downloaded_mp3/UVERworld_GOLD.mp3,98,98,70.0,25.24,3,210,0.26,-2.33
川中美幸,ふたり花,https://open.spotify.com/track/0U7vKc5zeBSzRIIG2MuCFi,./downloaded_mp3/川中美幸_ふたり花.mp3,81,81,45.0,31.58,3,135,0.34,-2.33
大塚愛,ゾッ婚ディション,https://open.spotify.com/track/5RzlsYoh6emcQoOsrOvXC9,./downloaded_mp3/大塚愛_ゾッ婚ディション.mp3,67,93,78.33,13.32,3,235,0.23,-2.33
D.W.ニコルズ,B.D.K.,https://open.spotify.com/track/0Z61dDJG1Hs03H6QGHW222,./downloaded_mp3/D.W.ニコルズ_B.D.K..mp3,31,61,33.33,26.58,3,100,0.09,-2.33
加山雄三とザ・ヤンチャーズ,座・ロンリーハーツ親父バンド,https://open.spotify.com/track/6lJxU38svUJa1HTagEfxeP,./downloaded_mp3/加山雄三とザ・ヤンチャーズ_座・ロンリーハーツ親父バンド.mp3,94,94,62.33,27.47,3,187,0.38,-2.33
MISIA,EDGE OF THIS WORLD,https://open.spotify.com/track/5AGOC4qpjt5siHVsf4dQ72,./downloaded_mp3/MISIA_EDGE OF THIS WORLD.mp3,53,53,40.67,14.98,3,122,-0.27,-2.33
EXILE,VICTORY,https://open.spotify.com/track/4vc8Kc7kj4XF8ANvRTqJP5,./downloaded_mp3/EXILE_VICTORY.mp3,70,100,53.79,34.18,14,753,0.18,-1.64
セシル・コルベル,Arrietty's Song,https://open.spotify.com/track/28BFxqXE36CUdZQXNYeIFT,./downloaded_mp3/セシル・コルベル_Arrietty's Song.mp3,3,37,15.67,18.58,3,47,0.36,-2.33
ヒルクライム,大丈夫,https://open.spotify.com/track/424LuVeQtq0qJFPeogjQsZ,./downloaded_mp3/ヒルクライム_大丈夫.mp3,95,95,74.75,22.23,4,299,-0.44,-1.9
松任谷由実,ダンスのように抱き寄せたい,https://open.spotify.com/track/28oFrmMhG6ty6w24HXdtru,./downloaded_mp3/松任谷由実_ダンスのように抱き寄せたい.mp3,72,98,77.17,16.3,6,463,-0.38,-1.24
AAA,逢いたい理由,https://open.spotify.com/track/1AF0c7wt1zFkUut91Uungk,./downloaded_mp3/AAA_逢いたい理由.mp3,43,88,59.33,24.91,3,178,0.37,-2.33
超新星,まごころ,https://open.spotify.com/track/7l6DwfWaqySsgqik9wDVQZ,./downloaded_mp3/超新星_まごころ.mp3,42,70,57.67,14.29,3,173,-0.22,-2.33
松下優也,YOU,https://open.spotify.com/track/0kaGXNiEz24S8MEzxrRddI,./downloaded_mp3/松下優也_YOU.mp3,25,59,38.33,18.15,3,115,0.34,-2.33
DREAMS COME TRUE,ねぇ,https://open.spotify.com/track/3PUXrfi43RyAnWP5G14Q9o,./downloaded_mp3/DREAMS COME TRUE_ねぇ.mp3,11,98,54.82,33.3,11,603,-0.2,-1.58
moumoon,Sunshine Girl,https://open.spotify.com/track/3DTKUjPPc0XHKZO6N8S2nm,./downloaded_mp3/moumoon_Sunshine Girl.mp3,5,97,51.29,29.8,17,872,-0.12,-1.34
ももいろクローバー,行くぜっ!怪盗少女,https://open.spotify.com/track/7H6LXMHH7EFesfQxeBHafZ,./downloaded_mp3/ももいろクローバー_行くぜっ!怪盗少女.mp3,82,82,52.8,31.16,5,264,-0.41,-1.91
黒猫チェルシー,ベリーゲリーギャング,https://open.spotify.com/track/6wzyInegfsh2EMjAeMuhyY,./downloaded_mp3/黒猫チェルシー_ベリーゲリーギャング.mp3,56,82,53.4,23.62,5,267,-0.11,-1.89
AKB48,ポニーテールとシュシュ,https://open.spotify.com/track/4ufeZ2ujGGq78BRfHeIeOr,./downloaded_mp3/AKB48_ポニーテールとシュシュ.mp3,43,100,53.6,30.93,20,1072,0.11,-1.64
阿部真央,ロンリー,https://open.spotify.com/track/4s6QMvPFZfnz8ikS93KqtA,./downloaded_mp3/阿部真央_ロンリー.mp3,41,96,62.0,16.87,8,496,0.64,-0.47
BONNIE PINK,Is This Love?,https://open.spotify.com/track/7uZyxuuZJS217o8KlZsBIw,./downloaded_mp3/BONNIE PINK_Is This Love?.mp3,38,73,41.0,29.01,5,205,-0.03,-2.06
